Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
4 Bedroom Duplex,Sangotedo Lagos,https://www.propertypro.ng/property/house-for-rent-sangotedo-lagos-6GBAX,Lagos,Sangotedo,"2,500,000",0 beds,4 baths,5 Toilets,08062529809,11 Feb 2022,17 Feb 2022
Nice And Standard Newly Renovated 2 Bedroom,"Serene, Secure And Cozy Estate Lekki Ph 1 Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-serene-secure-and-cozy-estate-lekki-ph-1-lekki-phase-1-lekki-lagos-1GBHS,Lagos,Lekki,"3,000,000/year",2 beds,0 baths,0 Toilets,08062610443,14 Feb 2022,17 Feb 2022
Spacious 3bedroom Apartment,Ogudu Ogudu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ogudu-ogudu-lagos-1GBQD,Lagos,Ogudu,"1,500,000",3 beds,3 baths,0 Toilets,08146980898,16 Feb 2022,17 Feb 2022
Smart And Luxurious 3 Bedrooms Flat+ Bq (penthouse),Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0GAPZ,Lagos,Lekki,"80,000,000",4 beds,4 baths,5 Toilets,08103254940,09 Feb 2022,19 Feb 2022
4bedroom Semi Detached With Bq And Fitted Kitchen,Osapa London Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-5GBRR,Lagos,Lekki,"6,500,000",4 beds,4 baths,5 Toilets,08142223792,16 Feb 2022,17 Feb 2022
Classy And Elegante Mini Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GAMJ,Lagos,Lekki,"2,400,000",1 beds,1 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Fully Furnished Executive Mini Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-5GALT,Lagos,Lekki,"2,400,000",1 beds,1 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Massive Studio Apartment,Osapa London Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-osapa-london-lekki-lagos-5GAPU,Lagos,Lekki,"1,500,000",0 beds,0 baths,0 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Brand New Mini Flat,Sangotedo Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-sangotedo-ajah-lagos-5GBPD,Lagos,Ajah,"700,000/year",1 beds,1 baths,2 Toilets,07088387174,16 Feb 2022,17 Feb 2022
Room Self Contain,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-2GAPP,Lagos,Lekki,"1,200,000",1 beds,1 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Fully Serviced 3 Bedroom Luxury Apartment With 24/7 Power,"The Prestigious Milverton Estate, It's A Fully Serviced Estate Agungi Lekki Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-the-prestigious-milverton-estate-its-a-fully-serviced-estate-agungi-lekki-lagos-5GBQV,Lagos,Lekki,"3,500,000/year",3 beds,4 baths,4 Toilets,09055294872,16 Feb 2022,17 Feb 2022
Newly Built 4 Bedrooms Semi Detached Duplex,Ikeja Gra Ikeja Lagos,https://www.propertypro.ng/property/house-for-rent-ikeja-gra-ikeja-lagos-4GANX,Lagos,Ikeja,"7,000,000",0 beds,0 baths,0 Toilets,08111349600,08 Feb 2022,17 Feb 2022
4 Bedrooms Duplex,Satellite Town Satellite Town Amuwo Odofin Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-satellite-town-satellite-town-amuwo-odofin-lagos-3FRPV,Lagos,Odofin,"1,500,000/year",4 beds,4 baths,4 Toilets,08032739068,17 Nov 2021,17 Feb 2022
3 Bedroom Flat,Akobo Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-akobo-ibadan-oyo-6FWXR,Oyo,Ibadan,"350,000/year",3 beds,2 baths,2 Toilets,09038062162,12 Jan 2022,17 Feb 2022
A Spacious Standard Room Self Contain,Medina Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-medina-gbagada-lagos-3GBQE,Lagos,Gbagada,"500,000",0 beds,0 baths,0 Toilets,08146980898,16 Feb 2022,17 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
"Spacious 4 Bedroom Fully Detached Bongalow With A Study Room And A Bq For Residential, Commercial, Office, Hospital, Restaurant,louge,hotel Or Guest House The Compound Can Accommodate More Than 20 Car",Life Camp Axis Life Camp Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-axis-life-camp-abuja-2FYPS,Abuja,Camp,"3,000,000",4 beds,5 baths,5 Toilets,08097100871,25 Jan 2022,17 Feb 2022
Spacious 5bedroom Fully Detached Duplex With 2bqs,Guzape District Guzape Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-guzape-district-guzape-abuja-7GBPE,Abuja,Guzape,"10,000,000/year",5 beds,5 baths,6 Toilets,09052654781,16 Feb 2022,17 Feb 2022
Miniflat,New Garage Gbagada Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-new-garage-gbagada-lagos-1GBQE,Lagos,Gbagada,"750,000",1 beds,0 baths,0 Toilets,08146980898,16 Feb 2022,17 Feb 2022
Sharp 3bedroom Flat,Allen Avenue Ikeja Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-allen-avenue-ikeja-lagos-3GBGH,Lagos,Ikeja,"2,000,000/year",3 beds,2 baths,2 Toilets,08023729528,14 Feb 2022,17 Feb 2022
Newly Built 2bedrooms Flat,"Tipper Garage, Oleyo. Akala Express Ibadan Oyo",https://www.propertypro.ng/property/2-bedroom-house-for-rent-tipper-garage-oleyo-akala-express-ibadan-oyo-4GBQG,Oyo,Ibadan,"300,000/year",2 beds,2 baths,2 Toilets,09056267480,16 Feb 2022,17 Feb 2022
4 Bedroom Terrace,Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-3FVEX,Lagos,Lekki,"3,500,000",4 beds,4 baths,5 Toilets,08067081484,21 Dec 2021,17 Feb 2022
Executive Studio/ Selfcon Apartment,Hunpuno Wosu Street Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hunpuno-wosu-street-lekki-phase-1-lekki-lagos-4FZGD,Lagos,Lekki,"1,500,000",1 beds,1 baths,1 Toilets,08138837188,30 Jan 2022,17 Feb 2022
Newly Built 2 Bedroom Flat,Governor Toad Governors Road Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-governor-toad-governors-road-ikotun-igando-lagos-7GAEZ,Lagos,Igando,"600,000",0 beds,0 baths,0 Toilets,08060795036,05 Feb 2022,17 Feb 2022
3 Bedroom Maisonette's,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-4FYNT,Lagos,Lekki,"5,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
Land For Sale At West Park And Gardens Oleyo,Ayegun Akala Express Ibadan Oyo,https://www.propertypro.ng/property/land-for-sale-ayegun-akala-express-ibadan-oyo-4FZCU,Oyo,Ibadan,"4,000,000", beds, baths, Toilets,07065576892,29 Jan 2022,24 Feb 2022
Newly Built And Beautifully Standard Miniflat Room And Parlor,Ogombo Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ogombo-ajah-lagos-2GADH,Lagos,Ajah,"600,000/year",1 beds,1 baths,2 Toilets,08138800178,05 Feb 2022,17 Feb 2022
A Tastefully Finished Spacious Spacious 3bedroom Flat,Guzape District Guzape Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-guzape-district-guzape-abuja-0GBMN,Abuja,Guzape,"3,000,000/year",3 beds,3 baths,4 Toilets,09052654781,15 Feb 2022,17 Feb 2022
A Well Finished Luxury 4 Bedroom Detached Duplex With A Room Bq N5m Bq,Ogudu Gra Ogudu Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ogudu-gra-ogudu-lagos-1FYWB,Lagos,Ogudu,"5,000,000",5 beds,5 baths,5 Toilets,07030572180,27 Jan 2022,17 Feb 2022
Executive 3bedroom Flat En Suite.,River Valley Estate. Berger Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-river-valley-estate-berger-ojodu-lagos-3GAQZ,Lagos,Ojodu,"1,200,000",3 beds,3 baths,4 Toilets,08168472093,09 Feb 2022,17 Feb 2022
5 Bedroom Duplex,321rd Festac Festac Amuwo Odofin Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-321rd-festac-festac-amuwo-odofin-lagos-1GBSH,Lagos,Odofin,"2,500,000",0 beds,0 baths,0 Toilets,08060964343,16 Feb 2022,17 Feb 2022
Beautiful Miniflat,Governors Road Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-governors-road-ikotun-igando-lagos-2FHNS,Lagos,Igando,"300,000",0 beds,0 baths,0 Toilets,08060795036,08 Sep 2021,17 Feb 2022
Studio Apartment,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-0GAPY,Lagos,Lekki,"460,000/year",0 beds,0 baths,0 Toilets,08138837188,08 Feb 2022,17 Feb 2022
A Sharp 2 Bedroom Apartment Going For 1 And A Half Year,Badore Badore Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-badore-badore-ajah-lagos-6GARU,Lagos,Ajah,"900,000/year",2 beds,2 baths,2 Toilets,08124037837,09 Feb 2022,17 Feb 2022
3bedroom Office Space,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-lekki-phase-1-lekki-lagos-9FYNR,Lagos,Lekki,"3,500,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
Miniflat,Ologolo Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ologolo-lekki-lagos-8GAPP,Lagos,Lekki,"1,600,000",0 beds,0 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Serviced Studio Apartment,Sangotedo Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-sangotedo-ajah-lagos-6GAKA,Lagos,Ajah,"850,000/year",0 beds,1 baths,1 Toilets,08023729528,07 Feb 2022,17 Feb 2022
Executive Mini Flat,Seaside Estate Badore Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-seaside-estate-badore-ajah-lagos-0FZMR,Lagos,Ajah,"900,000", beds, baths, Toilets,08028761350,01 Feb 2022,24 Feb 2022
Mini Flat Apartment,"Off Ajayi Road Ogba, Ikeja Lagos Oke Ira Ogba Lagos",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-ajayi-road-ogba-ikeja-lagos-oke-ira-ogba-lagos-6FYEZ,Lagos,Ogba,"750,000/year",1 beds,1 baths,2 Toilets,09065161162,22 Jan 2022,17 Feb 2022
4 Bedroom With Bq,Chisco Ikate Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chisco-ikate-ikate-lekki-lagos-0FVPZ,Lagos,Lekki,"6,000,000",4 beds,5 baths,6 Toilets,08067081484,27 Dec 2021,17 Feb 2022
Spacious 3 Bedroom Flat,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-4FXTG,Lagos,Lekki,"6,000,000",3 beds,0 baths,0 Toilets,09023459596,18 Jan 2022,17 Feb 2022
Highly Renovated 3 Bedroom Block Of Flats,512 Road Festac Amuwo Odofin Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-512-road-festac-amuwo-odofin-lagos-2GALS,Lagos,Odofin,"700,000",3 beds,1 baths,1 Toilets,08060964343,08 Feb 2022,17 Feb 2022
Miniflat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-1GAPN,Lagos,Lekki,"2,400,000",0 beds,0 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
2bedroom Flat,"Off Ayo Alabi Street Oke Ira, Ogba Ikeja Lagos Nigeria Oke Ira Ogba Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-ayo-alabi-street-oke-ira-ogba-ikeja-lagos-nigeria-oke-ira-ogba-lagos-6FYYE,Lagos,Ogba,"1,300,000/year",2 beds,2 baths,3 Toilets,09065161162,27 Jan 2022,17 Feb 2022
Mini Flat,Ikate Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-2GAPT,Lagos,Lekki,"2,200,000/year",1 beds,1 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
2bedroom Flat,Off Ajayi Road Oke Ira Ogba Ikeja Lagos Nigeria Ajayi Road Ogba Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-ajayi-road-oke-ira-ogba-ikeja-lagos-nigeria-ajayi-road-ogba-lagos-4FZZX,Lagos,Ogba,"1,100,000/year",2 beds,2 baths,3 Toilets,09065161162,04 Feb 2022,17 Feb 2022
Luxury 2 Bedroom Ensuite Apartment,Close Blenco Supermarket Olokonla Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-close-blenco-supermarket-olokonla-ajah-lagos-1FZQV,Lagos,Ajah,"2,000,000/year",2 beds,2 baths,3 Toilets,07088387174,02 Feb 2022,17 Feb 2022
Luxury 3 Bedroom Flat With Excellent Features,"First Unity Estate , Badore Badore Ajah Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-first-unity-estate-badore-badore-ajah-lagos-6FXQX,Lagos,Ajah,"60,000/day",3 beds,2 baths,3 Toilets,09093333337,18 Jan 2022,22 Feb 2022
Brand New Luxury 2 Bedroom All Ensuite Apartment,Olokonla Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-olokonla-ajah-lagos-2FVTS,Lagos,Ajah,"1,650,000/year",2 beds,2 baths,3 Toilets,07088387174,29 Dec 2021,17 Feb 2022
A Tastefully Finished Spacious Brand New 4bedroom Terrace Duplex With 1room Bq,Jahi District Jahi Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-district-jahi-abuja-9FYBE,Abuja,Jahi,"7,000,000/year",4 beds,4 baths,5 Toilets,09052654781,21 Jan 2022,17 Feb 2022
Spacious Mini Flat,Abule Oja Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-abule-oja-yaba-lagos-1GBSL,Lagos,Yaba,"550,000/year",1 beds,1 baths,1 Toilets,08182343303,16 Feb 2022,17 Feb 2022
Nice And Standard Self Contain,Osapa London Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-osapa-london-lekki-lagos-2FZRV,Lagos,Lekki,"850,000/year", beds, baths, Toilets,08062610443,02 Feb 2022,17 Feb 2022
Spacious Self Contain,Adedeji Adekola Street Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-adedeji-adekola-street-lekki-phase-1-lekki-lagos-7GAPA,Lagos,Lekki,"1,000,000/year",4 beds,0 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Room And Parlor Self Contain,"Powerline, Ologuneru Ibadan Oyo",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-powerline-ologuneru-ibadan-oyo-9GAHE,Oyo,Ibadan,"300,000/year",1 beds,1 baths,1 Toilets,08038154547,07 Feb 2022,17 Feb 2022
A Tastefully Finished Spacious Brand New 2bedroom Flat,Dawaki District Phase 2 Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-district-phase-2-abuja-9GBGG,Abuja,2,"1,600,000/year",2 beds,2 baths,3 Toilets,09052654781,14 Feb 2022,17 Feb 2022
Newly Built Room And Parlor Self Contain,Tipper Garage Akala Express Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-tipper-garage-akala-express-ibadan-oyo-3GBQH,Oyo,Ibadan,"280,000/year",1 beds,1 baths,1 Toilets,09056267480,16 Feb 2022,17 Feb 2022
3bedroom Flat,Oluyole Extension Oluyole Estate Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oluyole-extension-oluyole-estate-ibadan-oyo-3GAPH,Oyo,Ibadan,"1,000,000/year",3 beds,3 baths,4 Toilets,07066108818,08 Feb 2022,17 Feb 2022
Newly Built 2bedroom Flat,Destiny Area Canoe Oke Afa Isolo Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-destiny-area-canoe-oke-afa-isolo-lagos-7GBPD,Lagos,Isolo,"700,000/year",2 beds,2 baths,2 Toilets,08065971355,16 Feb 2022,17 Feb 2022
Beautiful Room Self Contained In Shared Apartment,Idado Estate Idado Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-idado-estate-idado-lekki-lagos-7GALF,Lagos,Lekki,"900,000",1 beds,1 baths,1 Toilets,08166666890,07 Feb 2022,17 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
7bedroom Detached House With 2 Bq,Off Durosinmi Eti Drive Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-off-durosinmi-eti-drive-lekki-phase-1-lekki-lagos-9FYNT,Lagos,Lekki,"11,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
A Spacious Standard Room Self Contain,Sabo Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-sabo-yaba-lagos-1GBQC,Lagos,Yaba,"450,000",0 beds,0 baths,0 Toilets,08146980898,16 Feb 2022,17 Feb 2022
2 Bedroom Partly Furnished Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-3FYNU,Lagos,Lekki,"5,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
Shared Room Self Contain,Agungi Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-agungi-lekki-lagos-8GBLD,Lagos,Lekki,"850,000/year", beds,1 baths,1 Toilets,08023729528,15 Feb 2022,17 Feb 2022
Newly Built 3bedrooms House,Arida Governors Road Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-arida-governors-road-ikotun-igando-lagos-4GAGZ,Lagos,Igando,"800,000", beds, baths, Toilets,08060795036,07 Feb 2022,17 Feb 2022
Lovely 4 Bedroom Semi Detached Duplex,Chevron Drive Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-drive-chevron-lekki-lagos-1FYHW,Lagos,Lekki,"5,000,000/year",4 beds,4 baths,5 Toilets,07065203121,23 Jan 2022,17 Feb 2022
2bedroom Flat,"Denro, Ojodu Abiodun Area. Berger Ojodu Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-denro-ojodu-abiodun-area-berger-ojodu-lagos-3GAPC,Lagos,Ojodu,"400,000",2 beds,2 baths,1 Toilets,08168472093,08 Feb 2022,17 Feb 2022
Well Finished 2bedroom Flat,Dawaki Gwarinpa Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-dawaki-gwarinpa-abuja-6GAMP,Abuja,Gwarinpa,"1,000,000",2 beds,2 baths,2 Toilets,08155321626,08 Feb 2022,17 Feb 2022
Newly Built 3 Bedroom Flat,Sangotedo Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-sangotedo-lagos-9GBAW,Lagos,Sangotedo,"1,200,000",3 beds,3 baths,4 Toilets,08062529809,11 Feb 2022,17 Feb 2022
4 Bedroom Fully Detached Duplex,Ikate Lekki Lagos,https://www.propertypro.ng/property/house-for-sale-ikate-lekki-lagos-2GAUU,Lagos,Lekki,"170,000,000", beds, baths, Toilets,08030996281,10 Feb 2022,24 Feb 2022
A Spacious Standard Room Self Contain,Ifako Gbagada Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ifako-gbagada-gbagada-lagos-4GBQD,Lagos,Gbagada,"400,000",0 beds,0 baths,0 Toilets,08146980898,16 Feb 2022,17 Feb 2022
2 Bedroom Flat,Osapa London Osapa London Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-osapa-london-osapa-london-lekki-lagos-6FYHV,Lagos,Lekki,"3,000,000",2 beds,2 baths,3 Toilets,07065203121,23 Jan 2022,17 Feb 2022
"Brand New Mini Flat At Legacy Bus Stop, After Ayobo Bridge Is Up For Rent",Legacy Bus Stop Ayobo Ipaja Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-legacy-bus-stop-ayobo-ipaja-lagos-0GALH,Lagos,Ipaja,"200,000/year",1 beds,1 baths,1 Toilets,08164488231,08 Feb 2022,17 Feb 2022
1bedroom Flat,Street Garki 1 Abuja,https://www.propertypro.ng/property/house-for-rent-street-garki-1-abuja-1GAYS,Abuja,1,"1,100,000",0 beds,0 baths,0 Toilets,08055070928,11 Feb 2022,17 Feb 2022
A Tastefully Finished Spacious Brand New 2bedroom Flat,Lifecamp District Nnpc Estate Life Camp Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lifecamp-district-nnpc-estate-life-camp-abuja-8GAZP,Abuja,Camp,"1,200,000/year",2 beds,2 baths,3 Toilets,09052654781,11 Feb 2022,17 Feb 2022
Newly Built 2bedroom Flat,Off Ogunlana Drive Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-off-ogunlana-drive-surulere-lagos-4GAQH,Lagos,Surulere,"1,400,000",0 beds,0 baths,0 Toilets,08082088667,09 Feb 2022,17 Feb 2022
Decent Two Bedroom With Car Park Space And Wardrobe With Water Heater,Iwaya Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-iwaya-yaba-lagos-5FYXY,Lagos,Yaba,"1,200,000/year",2 beds,2 baths,2 Toilets,08182343303,27 Jan 2022,17 Feb 2022
Lovely 3 Bedroom Apartment In A Call In Estate,"Blenco, Sky Shopping Mall Axis Olokonla Ajah Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-blenco-sky-shopping-mall-axis-olokonla-ajah-lagos-5FVYD,Lagos,Ajah,"1,000,000/year",3 beds,3 baths,4 Toilets,07088387174,31 Dec 2021,17 Feb 2022
2 Bedroom Flat Apartment,Ajayi Road Ogba Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ajayi-road-ogba-lagos-3FYLQ,Lagos,Ogba,"1,200,000/year",2 beds,2 baths,3 Toilets,09065161162,24 Jan 2022,17 Feb 2022
3bedroom Flat,Palmgroove Shomolu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-palmgroove-shomolu-lagos-7GBQB,Lagos,Shomolu,"1,100,000/year",3 beds,3 baths,4 Toilets,08023729528,16 Feb 2022,17 Feb 2022
Fully Serviced 3bedroom Terrace House,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-6FYNR,Lagos,Lekki,"4,500,000", beds, baths, Toilets,08138837188,25 Jan 2022,17 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
3 Bedroom Flat,Lekki Right Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-right-lekki-lagos-5GASN,Lagos,Lekki,"3,500,000",0 beds,0 baths,0 Toilets,08138837188,09 Feb 2022,17 Feb 2022
