Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Agent_number,Added_on,Updated_on
very nice brand new self contain,Ebute Metta Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ebute-metta-yaba-lagos-0FKWM,Lagos,Yaba,400000,1,1,09083016090,27 Sep 2021,19 Feb 2022
2 units of room self contain,"Egberongbe, Pedro Axis, Shomolu Lagos",https://www.propertypro.ng/property/house-for-rent-egberongbe-pedro-axis-shomolu-lagos-6FFYM,Lagos,Shomolu,400000,1,1,07031567993,27 Aug 2021,19 Feb 2022
2 bedroom duplex,Shomolu Shomolu Shomolu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-shomolu-shomolu-shomolu-lagos-7FWTM,Lagos,Shomolu,800000,2,1,08130986430,10 Jan 2022,19 Feb 2022
brand new 2 bedroom flat with (a bq) servant quarter,Off Covenant Way Behind Enyo Filling Station Elegushi Ikate Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-covenant-way-behind-enyo-filling-station-elegushi-ikate-lekki-lagos-2FXYE,Lagos,Lekki,3800000,2,2,09060631614,20 Jan 2022,19 Feb 2022
newly built 2 bedroom flat,Off Lala Avenue Bodija Ibadan Bodija Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-off-lala-avenue-bodija-ibadan-bodija-ibadan-oyo-6FVVR,Oyo,Ibadan,500000,2,2,08089882299,30 Dec 2021,19 Feb 2022
standard and spacious 2 bedroom flat,News Engineering Gwarinpa Abuja,https://www.propertypro.ng/property/2-bedroom-house-for-rent-news-engineering-gwarinpa-abuja-0GAHU,Abuja,Gwarinpa,1800000,2,2,09070732024,07 Feb 2022,19 Feb 2022
fully serviced 4 bedroom maisonette,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-4FZPD,Lagos,Ikoyi,14000000,4,4,08104317542,01 Feb 2022,19 Feb 2022
exquisitely built 3 bedroom flat,Amuwo Odofin Amuwo Odofin Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-amuwo-odofin-amuwo-odofin-lagos-8FXAS,Lagos,Odofin,1900000,3,3,09012934533,12 Jan 2022,19 Feb 2022
newly built 2bedroom flat,Elekahia Port Harcourt Rivers,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-elekahia-port-harcourt-rivers-6FYFN,Rivers,Harcourt,750000,2,3,07062360342,22 Jan 2022,19 Feb 2022
high class 3 bedroom apartment + bq+ tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,20000000,3,3,08124269637,20 Jan 2022,24 Feb 2022
3bedroom flat,Oduduwa Street Kilo Kilo Marsha Surulere Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oduduwa-street-kilo-kilo-marsha-surulere-lagos-6GAAC,Lagos,Surulere,800000,3,2,08028895806,04 Feb 2022,19 Feb 2022
4 bedroom terrace duplex,Ogunbiyi Street Ikeja Gra Ikeja Lagos,https://www.propertypro.ng/property/house-for-rent-ogunbiyi-street-ikeja-gra-ikeja-lagos-8FLYN,Lagos,Ikeja,7000000,4,4,08033876086,07 Oct 2021,19 Feb 2022
a room selfcontain,Mobile Road Ajah Abraham Adesanya Estate Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mobile-road-ajah-abraham-adesanya-estate-ajah-lagos-3GAAN,Lagos,Ajah,400000,1,1,08137805434,04 Feb 2022,19 Feb 2022
newly built 2bedroom flat,Nta Port Harcourt Rivers,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-nta-port-harcourt-rivers-8FZEY,Rivers,Harcourt,800000,2,3,07062360342,30 Jan 2022,19 Feb 2022
executive built 3bedroom flat,Atere Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-atere-estate-akala-express-ibadan-oyo-8FZGA,Oyo,Ibadan,500000,3,4,08142185274,30 Jan 2022,19 Feb 2022
luxury serviced 3 bedroom all rooms en suite terrace duplex plus a room bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-7FYMY,Lagos,Lekki,5000000,3,3,08164687732,25 Jan 2022,19 Feb 2022
executive 4 bedroom flat,Magodo Ph1 Via Ikeja Ikeja Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-magodo-ph1-via-ikeja-ikeja-lagos-6FYAJ,Lagos,Ikeja,1800000,4,5,09068622049,20 Jan 2022,19 Feb 2022
2 bedroom flat,Onanefe Estate Ado Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-onanefe-estate-ado-ajah-lagos-1FYNN,Lagos,Ajah,1200000,2,3,09019130737,25 Jan 2022,19 Feb 2022
2 bedroom flat new house at sparklight estate for #800,Sparklight Isheri North Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-sparklight-isheri-north-ojodu-lagos-7FYVR,Lagos,Ojodu,800000,2,2,09039408141,27 Jan 2022,19 Feb 2022
2 bedroom flat,"Moses Street, Macaulay Igbogbo Ikorodu Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-moses-street-macaulay-igbogbo-ikorodu-lagos-4GBGQ,Lagos,Ikorodu,250000,2,2,08177520676,14 Feb 2022,19 Feb 2022
newly built 2 bedroom flat,Wuye Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-wuye-abuja-2FYZC,Abuja,Wuye,2500000,2,2,08065859043,28 Jan 2022,19 Feb 2022
4 bedroom underground duplex,Peace Court Estate Lokogoma Abuja,https://www.propertypro.ng/property/house-for-rent-peace-court-estate-lokogoma-abuja-7FKXS,Abuja,Lokogoma,2000000,4,4,07062047199,28 Sep 2021,19 Feb 2022
furnished and serviced 3 bedroom apartment,Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-8GBAS,Lagos,Ikoyi,10000000,3,3,07080033884,11 Feb 2022,19 Feb 2022
serviced 3 bedroom apartment,Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-5GBAV,Lagos,Ikoyi,10000000,3,3,07080033884,11 Feb 2022,19 Feb 2022
4 bedroom terrace with a room bq,Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-1GBAS,Lagos,Ikoyi,12000000,4,4,07080033884,11 Feb 2022,19 Feb 2022
newly built 2 bedroom apartment,Ayobo Ipaja Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ayobo-ipaja-lagos-9GAPA,Lagos,Ipaja,800000,2,3,08082821053,08 Feb 2022,19 Feb 2022
2 bedroom flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-2FZXX,Lagos,Lekki,2500000,2,2,09076639164,03 Feb 2022,19 Feb 2022
recently renovated city view 4 bedroom apartment + bq + gym + tennis court + squash + pool+gym etc in ocean parade banana island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,12000000,4,4,08124269637,23 Dec 2021,24 Feb 2022
newly renovated 4 bedroom terrace duplex with bq,Off Wole Olateju Crescent Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-wole-olateju-crescent-lekki-phase-1-lekki-lagos-3GAGQ,Lagos,Lekki,8500000,4,4,09098636052,06 Feb 2022,19 Feb 2022
4 bedroom fully detached office,Lekki Phase1 Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-commercial-property-for-rent-lekki-phase1-lekki-phase-1-lekki-lagos-7FYRT,Lagos,Lekki,25000000,4,4,08038125965,25 Jan 2022,19 Feb 2022
detached 5bedroom duplex,Standard Estate Kabusa Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-standard-estate-kabusa-abuja-2GAGE,Abuja,Kabusa,4500000,5,5,07067964004,06 Feb 2022,19 Feb 2022
1 bedroom flat,Lekki Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-lekki-lagos-1GAMQ,Lagos,Lekki,1300000,1,2,09019001143,08 Feb 2022,19 Feb 2022
6 unit of a 3 bedroom,Maruwa Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-maruwa-lekki-lagos-1GAWA,Lagos,Lekki,75000000,3,4,09019001143,10 Feb 2022,19 Feb 2022
newly built room and parlor,Igbo Efon Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-igbo-efon-igbo-efon-lekki-lagos-8FZXD,Lagos,Lekki,1700000,1,1,08061641323,03 Feb 2022,19 Feb 2022
4 bedroom detached duplex,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GAMY,Lagos,Lekki,6000000,4,5,09019001143,08 Feb 2022,19 Feb 2022
hostel accommodation of 8 units self contained apartment,Oniyide Village Along Alapako Road Ifo Ogun,https://www.propertypro.ng/property/flat-apartment-for-sale-oniyide-village-along-alapako-road-ifo-ogun-7GBFQ,Ogun,Ifo,16000000,1,1,08036833923,13 Feb 2022,24 Feb 2022
40 square metres showroom space,Adeniyi Jones Ikeja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-adeniyi-jones-ikeja-lagos-9EKXG,Lagos,Ikeja,6000000,4,4,08186091933,15 Mar 2021,19 Feb 2022
luxury 1 bedroom penthouse apartment,"Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1lagos-state-lekki-phase-1-lekki-lagos-5FZZE,Lagos,Lekki,2500000,1,2,08035225824,04 Feb 2022,19 Feb 2022
elegant newly built 3bedroom flat,Peluseriki Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-peluseriki-estate-akala-express-ibadan-oyo-2FZUH,Oyo,Ibadan,800000,3,4,08142185274,03 Feb 2022,19 Feb 2022
tastefully 3bedroom flat,Megamound Estate Ikota Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-megamound-estate-ikota-lekki-lagos-4GAGK,Lagos,Lekki,3500000,3,3,08164968133,06 Feb 2022,19 Feb 2022
newly renovated 2 bedroom duplex,Fadeyi Jibowu Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-fadeyi-jibowu-yaba-lagos-1FXVH,Lagos,Yaba,900000,2,2,08062371593,19 Jan 2022,19 Feb 2022
newly built luxury 3 bedroom fully finished and fully serviced apartment,"Lekki Phase 1, Lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lagos-state-lekki-phase-1-lekki-lagos-2FZHZ,Lagos,Lekki,3100000,3,4,08035225824,31 Jan 2022,19 Feb 2022
well maintained 5bedroom semi detached house,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8FXSU,Lagos,Lekki,10000000,5,5,08057121358,18 Jan 2022,19 Feb 2022
lovely modern 5 bedroom detached duplex with bq,Opebi Ikeja Lagos,https://www.propertypro.ng/property/6-bedroom-house-for-rent-opebi-ikeja-lagos-3GBGA,Lagos,Ikeja,6000000,5,7,08133154602,13 Feb 2022,19 Feb 2022
3bed apartment,Estate Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-estate-lekki-phase-1-lekki-lagos-5GALR,Lagos,Lekki,6000000,3,3,09039309323,08 Feb 2022,19 Feb 2022
furnished 3 bedroom apartments,"2 Akinbolagbe Street, Ligali Ayorinde Victoria Island Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-2-akinbolagbe-street-ligali-ayorinde-victoria-island-lagos-9FZYU,Lagos,Island,7000000,3,3,08097907402,04 Feb 2022,19 Feb 2022
clean 2 bedroom flat,Alagomeji Yaba Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-alagomeji-yaba-lagos-4GBTJ,Lagos,Yaba,1300000,2,2,08033115125,17 Feb 2022,19 Feb 2022
well finished and newly built 3bedroom flat,Dakibiyu Dakibiyu Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-dakibiyu-dakibiyu-abuja-7GAQD,Abuja,Dakibiyu,3800000,3,3,08147562407,09 Feb 2022,19 Feb 2022
six units of spacious 3 bedroom flats,Off Adeola Odeku Victoria Island Lagos,https://www.propertypro.ng/property/house-for-rent-off-adeola-odeku-victoria-island-lagos-6FZXW,Lagos,Island,5500000,3,3,09076639164,03 Feb 2022,19 Feb 2022
luxury 4 bedroom terraced duplex,Off Orchid Road Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-orchid-road-lekki-phase-1-lekki-lagos-4GAVR,Lagos,Lekki,4000000,4,4,08110227156,10 Feb 2022,19 Feb 2022
3 bedroom flat,Chisco Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-chisco-ikate-lekki-lagos-4GBQP,Lagos,Lekki,2700000,3,4,09019001143,16 Feb 2022,19 Feb 2022
very neat 2 bedroom flat,"Adedayo Sharp Corner, Oluyole Estate Ibadan Oyo",https://www.propertypro.ng/property/2-bedroom-house-for-rent-adedayo-sharp-corner-oluyole-estate-ibadan-oyo-7GBBL,Oyo,Ibadan,600000,2,2,08147747114,11 Feb 2022,19 Feb 2022
executive 1bedroom flat,Hoponu Wusu Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hoponu-wusu-lekki-phase-1-lekki-lagos-6GBQS,Lagos,Lekki,2400000,1,1,08086267650,16 Feb 2022,19 Feb 2022
"gia; 3 bedroom terrace + bq at the venice, sangotedo",The Venice Sangotedo Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-sale-the-venice-sangotedo-lagos-8FHXA,Lagos,Sangotedo,39088000,3,3,08062880111,10 Sep 2021,24 Feb 2022
modern self compound,Bodija Ibadan Oyo,https://www.propertypro.ng/property/commercial-property-for-rent-bodija-ibadan-oyo-3FXFN,Oyo,Ibadan,3000000,1,1,08052778232,14 Jan 2022,19 Feb 2022
newly built room and parlor self contain,"Pipeline, Liberty Academy Akala Express Ibadan Oyo",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-pipeline-liberty-academy-akala-express-ibadan-oyo-0GBVD,Oyo,Ibadan,350000,1,1,07037117785,17 Feb 2022,19 Feb 2022
luxury 4 bedroom terrace duplex plus a room bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GAXR,Lagos,Lekki,5000000,4,4,08164687732,10 Feb 2022,19 Feb 2022
open plan space 118sqm,James Robertson Street Off Masha Road Masha Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-james-robertson-street-off-masha-road-masha-surulere-lagos-6FVZU,Lagos,Surulere,1800000,1,1,08028895806,02 Jan 2022,19 Feb 2022
serviced mini flat penthouse,Off Fola Osibo Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-fola-osibo-lekki-phase-1-lekki-lagos-3GAAP,Lagos,Lekki,2500000,1,1,09014267979,04 Feb 2022,19 Feb 2022
4 bedroom with bq and swimming pool,Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-2FXFD,Lagos,Lekki,5500000,4,4,08038125965,14 Jan 2022,19 Feb 2022
executive newly built miniflat,Hastrup Close Off Western Avenue Western Avenue Surulere Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-hastrup-close-off-western-avenue-western-avenue-surulere-lagos-8GAAE,Lagos,Surulere,600000,1,1,08028895806,04 Feb 2022,19 Feb 2022
3 bedroom luxury apartment,Magodo Gra Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-magodo-gra-phase-1-ojodu-lagos-3FXMF,Lagos,Ojodu,2300000,3,3,07036613677,17 Jan 2022,19 Feb 2022
recently renovated city view 4 bedroom apartment + bq + gym + tennis court + squash + pool+gym etc in ocean parade banana island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,12000000,4,4,08124269637,23 Dec 2021,24 Feb 2022
relatively new 2 bedrooms flat,Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-gbagada-lagos-6FUXG,Lagos,Gbagada,1400000,2,2,08033115125,16 Dec 2021,19 Feb 2022
4 bedroom serviced duplex,"Lekki Right , Just Before Muruwa Bus Stop Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-right-just-before-muruwa-bus-stop-lekki-phase-1-lekki-lagos-8FWFS,Lagos,Lekki,8000000,4,4,08168064058,05 Jan 2022,19 Feb 2022
newly built modern 2 bedroom flat,Asaaju Estate Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-asaaju-estate-ibadan-oyo-4GBLR,Oyo,Ibadan,600000,2,2,08052778232,15 Feb 2022,19 Feb 2022
newly built 2bedroom flat,Apete Awotan Road Ibadan Polytechnic University Of Ibadan Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-apete-awotan-road-ibadan-polytechnic-university-of-ibadan-ibadan-oyo-3GBHN,Oyo,Ibadan,430000,2,2,08187281313,14 Feb 2022,19 Feb 2022
2bedroom flat,Eleganzer Garden Estate Opposite Vgc Vgc Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-eleganzer-garden-estate-opposite-vgc-vgc-lekki-lagos-3FYYM,Lagos,Lekki,2000000,2,2,08168285322,27 Jan 2022,19 Feb 2022
3bedroom flat,Off Akeem Dickson Street Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-akeem-dickson-street-lekki-phase-1-lekki-lagos-9FZEV,Lagos,Lekki,3000000,3,3,08086267650,30 Jan 2022,19 Feb 2022
2 bedroom flats,"Tinuala Street, Ologuneru Eleyele Ibadan Oyo",https://www.propertypro.ng/property/2-bedroom-house-for-rent-tinuala-street-ologuneru-eleyele-ibadan-oyo-5GBPQ,Oyo,Ibadan,500000,2,2,09151794889,16 Feb 2022,19 Feb 2022
luxury penthouse in an excellent neighbourhood,Banana Island Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-banana-island-ikoyi-lagos-8FZDX,Lagos,Ikoyi,19000000,4,4,08101105377,29 Jan 2022,19 Feb 2022
"exquisitely finished 5 bedroom detached house with lagoon view,","Megamound Estate, Lekki County Homes, Ikota Lekki Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-county-homes-ikota-lekki-lagos-2FQGE,Lagos,Lekki,200000000,5,5,07057302511,04 Nov 2021,24 Feb 2022
executive 2 bedroom flat,Olowora Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-olowora-ojodu-lagos-3GABJ,Lagos,Ojodu,800000,2,3,09068622049,04 Feb 2022,19 Feb 2022
4bedroom duplex + bq,Off Admiralty Way Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-7GBMT,Lagos,Lekki,7000000,4,4,08164968133,15 Feb 2022,19 Feb 2022
newly built 5 bedroom detached house,Osapa London Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-0FYJT,Lagos,Lekki,12000000,5,5,08057121358,24 Jan 2022,19 Feb 2022
4 bedroom terrace duplex with a room bq,Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-3GBVT,Lagos,Lekki,5000000,4,4,08037423909,17 Feb 2022,19 Feb 2022
4 bedroom semi detached duplex with a room bq,Adeniyi Jones Ikeja Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-adeniyi-jones-ikeja-lagos-6FWDA,Lagos,Ikeja,5000000,4,4,07036613677,04 Jan 2022,19 Feb 2022
newly built mini flat,Alagomeji Alagomeji Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-alagomeji-alagomeji-yaba-lagos-5GARM,Lagos,Yaba,1300000,1,1,08062371593,09 Feb 2022,19 Feb 2022
stand alone 5bedroom duplex suitable for commercial purpose,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-commercial-property-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-8FYKR,Lagos,Lekki,10000000,5,5,08061641323,24 Jan 2022,19 Feb 2022
4 bedroom,Off Kingsway Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/house-for-rent-off-kingsway-old-ikoyi-ikoyi-lagos-8FPNL,Lagos,Ikoyi,20000000,4,4,09031533553,29 Oct 2021,19 Feb 2022
luxury 5 bedroom detached duplex,"Off Admiralty Way, Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lagos-state-lekki-phase-1-lekki-lagos-0FZZG,Lagos,Lekki,6000000,5,6,08035225824,04 Feb 2022,19 Feb 2022
luxury 4 bedroom terraced duplex,Off Kusenla Road Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-kusenla-road-ikate-lekki-lagos-3GAAQ,Lagos,Lekki,5500000,4,4,08110227156,04 Feb 2022,19 Feb 2022
recently renovated city view 4 bedroom apartment + bq + gym + tennis court + squash + pool+gym etc in ocean parade banana island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,12000000,4,4,08124269637,23 Dec 2021,24 Feb 2022
exquisitely built 4bedroom duplex,Sangotedo Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-sangotedo-lagos-8GBRZ,Lagos,Sangotedo,1500000,4,4,09012934533,16 Feb 2022,19 Feb 2022
standard 2bedroom ensuite pent house,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GBNP,Lagos,Lekki,3000000,2,2,09029604948,15 Feb 2022,19 Feb 2022
4 finished shops,"Eastline Complex, Abraham Adesanya Estate Ajah Lagos",https://www.propertypro.ng/property/commercial-property-for-rent-eastline-complex-abraham-adesanya-estate-ajah-lagos-4FZWR,Lagos,Ajah,600000,4,4,08066187389,03 Feb 2022,19 Feb 2022
luxury 3 bedrooms with boys quarter,Amity Estate Abijo Sangotedo Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-amity-estate-abijo-sangotedo-ajah-lagos-6GAWK,Lagos,Ajah,1800000,3,4,09090407416,10 Feb 2022,19 Feb 2022
